begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT.1,APPOSITION,NOMINAL,PRONOUN,pbegin,pbegin_ind,pbegin_pos,pend,pend_ind,pend_pos,parsed_mention,mention
13557,13565,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,9788.0,148.0,0.0,9795.0,148.0,7.0,LT.HICOX,LT.HICOX
13592,13599,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,9800.0,150.0,0.0,9806.0,150.0,6.0,BRIDGET,BRIDGET
13970,13980,,,-1,-1,"le in, and
          take off.",The Fubrer,          EXT - LA LOUISIANE (,2,The Fubrer,False,False,False,False,False,True,False,10087.0,151.0,280.0,10096.0,151.0,289.0,The Fubrer,The Fubrer
14020,14033,,,-1,-1,"le in, and
          take off.",Hugo Stiglitz,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,10127.0,151.0,320.0,10139.0,151.0,332.0,Hugo Stiglitz,Hugo Stiglitz
14062,14071,,,-1,-1,"le in, and
          take off.",Bridget's,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,10159.0,151.0,352.0,10167.0,151.0,360.0,Bridget's,Bridget's
14091,14094,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,10188.0,151.0,381.0,10190.0,151.0,383.0,him,him
14151,14155,,,-1,-1,"le in, and
          take off.",Hugo,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,10226.0,152.0,34.0,10229.0,152.0,37.0,Hugo,Hugo
14459,14466,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,,,,,,,,BRIDGET
14481,14486,,,-1,-1,"le in, and
          take off.",Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,,,,,,,,Hicox
14498,14501,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,10427.0,154.0,0.0,10429.0,154.0,2.0,You,You
14543,14546,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,10462.0,154.0,35.0,10464.0,154.0,37.0,You,You
14554,14558,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,10473.0,154.0,46.0,10476.0,154.0,49.0,your,your
14670,14678,,,-1,-1,"le in, and
          take off.",Goebbels,          EXT - LA LOUISIANE (,4,Goebbels,False,False,False,False,False,False,False,10569.0,154.0,142.0,10576.0,154.0,149.0,Goebbels,Goebbels
14702,14706,,,-1,-1,"le in, and
          take off.",Leni,          EXT - LA LOUISIANE (,18,Leni,False,False,False,False,False,False,False,10591.0,154.0,164.0,10594.0,154.0,167.0,Leni,Leni
14746,14754,,,-1,-1,"le in, and
          take off.",Goebbels,          EXT - LA LOUISIANE (,4,Goebbels,False,False,False,False,False,False,False,10625.0,154.0,198.0,10632.0,154.0,205.0,Goebbels,Goebbels
14815,14836,,,-1,-1,"le in, and
          take off.",Master Sgt.Pola Negri,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,True,False,False,False,10680.0,156.0,26.0,10700.0,156.0,46.0,Master Sgt.Pola Negri,Master Sgt.Pola Negri
14845,14848,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,10710.0,156.0,56.0,10712.0,156.0,58.0,his,his
14858,14860,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,10723.0,156.0,69.0,10724.0,156.0,70.0,he,he
14896,14919,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,10751.0,156.0,97.0,10773.0,156.0,119.0,Bridget Von Hammersmark,Bridget Von Hammersmark
14978,14980,,,-1,-1,"le in, and
          take off.",We,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,10810.0,158.0,0.0,10811.0,158.0,1.0,We,We
14988,14995,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,10820.0,158.0,10.0,10826.0,158.0,16.0,Bridget,Bridget
15015,15020,,,-1,-1,"le in, and
          take off.",Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,10847.0,158.0,37.0,10851.0,158.0,41.0,Hicox,Hicox
15024,15027,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,10856.0,158.0,46.0,10858.0,158.0,48.0,his,his
15058,15079,,,-1,-1,"le in, and
          take off.",the German Master Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,10880.0,158.0,70.0,10900.0,158.0,90.0,the German Master Sgt,the German Master Sgt
15094,15097,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,10916.0,158.0,106.0,10918.0,158.0,108.0,his,his
15131,15155,,,-1,-1,"le in, and
          take off.",Fraulein Von Bammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,10943.0,158.0,133.0,10966.0,158.0,156.0,Fraulein Von Bammersmark,Fraulein Von Bammersmark
15168,15175,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,10968.0,159.0,0.0,10974.0,159.0,6.0,BRIDGET,BRIDGET
15237,15243,,,-1,-1,"le in, and
          take off.",Leni's,          EXT - LA LOUISIANE (,18,Leni,False,False,False,False,False,False,False,11016.0,160.0,41.0,11021.0,160.0,46.0,Leni's,Leni's
15284,15287,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,11053.0,160.0,78.0,11055.0,160.0,80.0,you,you
15315,15320,,,-1,-1,"le in, and
          take off.",Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,11074.0,160.0,99.0,11078.0,160.0,103.0,Hicox,Hicox
15329,15350,,,-1,-1,"le in, and
          take off.",the German Master Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11088.0,160.0,113.0,11108.0,160.0,133.0,the German Master Sgt,the German Master Sgt
15373,15376,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11132.0,160.0,157.0,11134.0,160.0,159.0,her,her
15410,15424,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11147.0,161.0,0.0,11160.0,161.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
15435,15455,,,-1,-1,"le in, and
          take off.",Frau Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11161.0,162.0,0.0,11180.0,162.0,19.0,Frau Von Hammersmark,Frau Von Hammersmark
15457,15458,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11183.0,162.0,22.0,11183.0,162.0,22.0,I,I
15494,15497,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11210.0,162.0,49.0,11212.0,162.0,51.0,you,you
15528,15530,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11234.0,162.0,73.0,11235.0,162.0,74.0,my,my
15528,15534,,,-1,-1,"le in, and
          take off.",my son,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,True,False,11234.0,162.0,73.0,11239.0,162.0,78.0,my son,my son
15538,15541,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,11244.0,162.0,83.0,11246.0,162.0,85.0,his,his
15563,15570,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11257.0,163.0,0.0,11263.0,163.0,6.0,BRIDGET,BRIDGET
15581,15582,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11264.0,164.0,0.0,11264.0,164.0,0.0,I,I
15593,15600,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11276.0,164.0,12.0,11282.0,164.0,18.0,Wilhelm,Wilhelm
15637,15660,,,-1,-1,"le in, and
          take off.",This handsome happy Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11285.0,164.0,21.0,11307.0,164.0,43.0,This handsome happy Sgt,This handsome happy Sgt
15756,15763,,,-1,-1,"le in, and
          take off.",the Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11384.0,164.0,120.0,11390.0,164.0,126.0,the Sgt,the Sgt
15775,15796,,,-1,-1,"le in, and
          take off.",The German Master Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11393.0,164.0,129.0,11413.0,164.0,149.0,The German Master Sgt,The German Master Sgt
15805,15808,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11423.0,164.0,159.0,11425.0,164.0,161.0,his,his
15832,15835,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11450.0,164.0,186.0,11452.0,164.0,188.0,his,his
15876,15890,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11484.0,166.0,0.0,11497.0,166.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
15917,15923,,,-1,-1,"le in, and
          take off.",Hitler,          EXT - LA LOUISIANE (,2,The Fubrer,False,False,False,False,False,False,False,11514.0,167.0,16.0,11519.0,167.0,21.0,Hitler,Hitler
15935,15937,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11522.0,167.0,24.0,11523.0,167.0,25.0,He,He
15945,15948,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11532.0,167.0,34.0,11534.0,167.0,36.0,his,his
16008,16014,,,-1,-1,"le in, and
          take off.",Hitler,          EXT - LA LOUISIANE (,2,The Fubrer,False,False,False,False,False,False,False,11585.0,167.0,87.0,11590.0,167.0,92.0,Hitler,Hitler
16030,16033,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11597.0,167.0,99.0,11599.0,167.0,101.0,she,she
16073,16076,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11640.0,167.0,142.0,11642.0,167.0,144.0,her,her
16097,16104,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,11652.0,168.0,0.0,11658.0,168.0,6.0,BRIDGET,BRIDGET
16118,16125,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11662.0,169.0,3.0,11668.0,169.0,9.0,Wilhelm,Wilhelm
16161,16173,,,-1,-1,"le in, and
          take off.",this progeny,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,True,False,11695.0,169.0,36.0,11706.0,169.0,47.0,this progeny,this progeny
16238,16252,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11712.0,170.0,0.0,11725.0,170.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
16263,16264,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11726.0,171.0,0.0,11726.0,171.0,0.0,I,I
16284,16292,,,-1,-1,"le in, and
          take off.",fraulein,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,11747.0,171.0,21.0,11754.0,171.0,28.0,fraulein,fraulein
16294,16297,,,-1,-1,"le in, and
          take off.",His,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,11757.0,171.0,31.0,11759.0,171.0,33.0,His,His
16343,16374,,,-1,-1,"le in, and
          take off.",the slightly psychotic Stiglitz,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,11786.0,171.0,60.0,11816.0,171.0,90.0,the slightly psychotic Stiglitz,the slightly psychotic Stiglitz
16382,16397,,,-1,-1,"le in, and
          take off.",this German Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11825.0,171.0,99.0,11839.0,171.0,113.0,this German Sgt,this German Sgt
16410,16418,,,-1,-1,"le in, and
          take off.",STIGLITZ,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,11841.0,172.0,0.0,11848.0,172.0,7.0,STIGLITZ,STIGLITZ
16445,16448,,,-1,-1,"le in, and
          take off.",Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,11865.0,173.0,16.0,11867.0,173.0,18.0,Sgt,Sgt
16461,16475,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11869.0,174.0,0.0,11882.0,174.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
16497,16507,,,-1,-1,"le in, and
          take off.",Lieutenant,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,True,False,11894.0,175.0,11.0,11903.0,175.0,20.0,Lieutenant,Lieutenant
16514,16516,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,11911.0,175.0,28.0,11912.0,175.0,29.0,he,he
16559,16560,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11946.0,175.0,63.0,11946.0,175.0,63.0,I,I
16580,16583,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,11957.0,175.0,74.0,11959.0,175.0,76.0,him,him
16600,16601,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,11977.0,175.0,94.0,11977.0,175.0,94.0,I,I
16661,16663,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12018.0,175.0,135.0,12019.0,175.0,136.0,He,He
16676,16679,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12033.0,175.0,150.0,12035.0,175.0,152.0,his,his
16749,16756,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12086.0,175.0,203.0,12092.0,175.0,209.0,Bridget,Bridget
16774,16777,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12111.0,175.0,228.0,12113.0,175.0,230.0,her,her
16821,16828,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12146.0,176.0,0.0,12152.0,176.0,6.0,BRIDGET,BRIDGET
16845,16848,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12159.0,177.0,6.0,12161.0,177.0,8.0,you,you
16863,16864,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12177.0,177.0,24.0,12177.0,177.0,24.0,I,I
16895,16898,,,-1,-1,"le in, and
          take off.",She,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12199.0,177.0,46.0,12201.0,177.0,48.0,She,She
16912,16915,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12216.0,177.0,63.0,12218.0,177.0,65.0,her,her
16994,16997,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12288.0,177.0,135.0,12290.0,177.0,137.0,her,her
17114,17130,,,-1,-1,"le in, and
          take off.",the young father,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,12388.0,177.0,235.0,12403.0,177.0,250.0,the young father,the young father
17143,17150,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12405.0,178.0,0.0,12411.0,178.0,6.0,BRIDGET,BRIDGET
17186,17203,,,-1,-1,"le in, and
          take off.",little Maximilian,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12437.0,179.0,25.0,12453.0,179.0,41.0,little Maximilian,little Maximilian
17216,17230,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12455.0,180.0,0.0,12468.0,180.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
17247,17250,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12475.0,181.0,6.0,12477.0,181.0,8.0,you,you
17251,17259,,,-1,-1,"le in, and
          take off.",fraulein,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,12479.0,181.0,10.0,12486.0,181.0,17.0,fraulein,fraulein
17267,17270,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12495.0,181.0,26.0,12497.0,181.0,28.0,you,you
17272,17275,,,-1,-1,"le in, and
          take off.",Max,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12500.0,181.0,31.0,12502.0,181.0,33.0,Max,Max
17303,17306,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12521.0,181.0,52.0,12523.0,181.0,54.0,you,you
17320,17322,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12538.0,181.0,69.0,12539.0,181.0,70.0,he,he
17339,17340,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12547.0,181.0,78.0,12547.0,181.0,78.0,I,I
17351,17354,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12559.0,181.0,90.0,12561.0,181.0,92.0,him,him
17362,17366,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12570.0,181.0,101.0,12573.0,181.0,104.0,your,your
17385,17387,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12583.0,181.0,114.0,12584.0,181.0,115.0,He,He
17406,17410,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12604.0,181.0,135.0,12607.0,181.0,138.0,your,your
17447,17450,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,12635.0,181.0,166.0,12637.0,181.0,168.0,his,his
17507,17521,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12673.0,182.0,0.0,12686.0,182.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
17532,17533,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12687.0,183.0,0.0,12687.0,183.0,0.0,I,I
17658,17673,,,-1,-1,"le in, and
          take off.",Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,12793.0,183.0,106.0,12807.0,183.0,120.0,Von Hammersmark,Von Hammersmark
17748,17762,,,-1,-1,"le in, and
          take off.",the German Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,12863.0,183.0,176.0,12876.0,183.0,189.0,the German Sgt,the German Sgt
17777,17780,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12892.0,183.0,205.0,12894.0,183.0,207.0,his,his
17802,17805,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12907.0,183.0,220.0,12909.0,183.0,222.0,his,his
17815,17817,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12920.0,183.0,233.0,12921.0,183.0,234.0,he,he
17847,17849,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12952.0,183.0,265.0,12953.0,183.0,266.0,he,he
17887,17889,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12982.0,183.0,295.0,12983.0,183.0,296.0,he,he
17900,17903,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,12995.0,183.0,308.0,12997.0,183.0,310.0,his,his
17924,17938,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13007.0,184.0,0.0,13020.0,184.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
17953,17973,,,-1,-1,"le in, and
          take off.",Frau Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,13025.0,185.0,4.0,13044.0,185.0,23.0,Frau Von Hammersmark,Frau Von Hammersmark
17997,18000,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,13059.0,185.0,38.0,13061.0,185.0,40.0,you,you
18171,18179,,,-1,-1,"le in, and
          take off.",Lt.Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13153.0,186.0,80.0,13160.0,186.0,87.0,Lt.Hicox,Lt.Hicox
18201,18209,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13171.0,187.0,0.0,13178.0,187.0,7.0,LT.HICOX,LT.HICOX
18228,18232,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13187.0,188.0,8.0,13190.0,188.0,11.0,your,your
18242,18245,,,-1,-1,"le in, and
          take off.",Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,13201.0,188.0,22.0,13203.0,188.0,24.0,Sgt,Sgt
18257,18260,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13206.0,188.0,27.0,13208.0,188.0,29.0,You,You
18285,18289,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13234.0,188.0,55.0,13237.0,188.0,58.0,your,your
18313,18325,,,-1,-1,"le in, and
          take off.",the fraulein,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,13252.0,188.0,73.0,13263.0,188.0,84.0,the fraulein,the fraulein
18332,18336,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13271.0,188.0,92.0,13274.0,188.0,95.0,your,your
18377,18380,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13306.0,188.0,127.0,13308.0,188.0,129.0,you,you
18405,18409,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13324.0,188.0,145.0,13327.0,188.0,148.0,your,your
18423,18425,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13342.0,188.0,163.0,13343.0,188.0,164.0,me,me
18510,18518,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13407.0,189.0,0.0,13414.0,189.0,7.0,LT.HICOX,LT.HICOX
18535,18536,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13421.0,190.0,6.0,13421.0,190.0,6.0,I,I
