movie,text,robust,rule,correct,robust == correct,rule == correct,0.9927538981,0.9393376076
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE ARE WIDE on the FARMHOUSE. The RED CHRISTMAS lights sway,N,N,N,TRUE,TRUE,,
quiet_place,gently in the now calm night air.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,After a long quiet moment...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE appears at the doorway.    He carries EVELYN in his arms...,N,N,N,TRUE,TRUE,,
quiet_place,The baby in hers.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,He slowly descends the porch stairs and begins to walk toward,N,N,N,TRUE,TRUE,,
quiet_place,the BARN... his eyes locked firmly on his cargo. For a,N,N,N,TRUE,TRUE,,
quiet_place,"     moment, as LEE walks, this all feels almost like a dream. Or",N,N,N,TRUE,TRUE,,
quiet_place,the end of a nightmare. Respite.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE ARE TIGHT ON EVELYN who we see is unconscious from the,N,N,N,TRUE,TRUE,,
quiet_place,trauma and the loss of fluids... THEN DOWN TO the tightly,N,N,N,TRUE,TRUE,,
quiet_place,wrapped baby sleeping in her arms.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE looks ahead to the doors of the BARN off in the seemingly,N,N,N,TRUE,TRUE,,
quiet_place,never ending distance.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Suddenly...,N,N,N,TRUE,TRUE,,
quiet_place,52.,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,THE BABY BEGINS TO STIR!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE's eyes shoot down to see the baby streeeeeeeeetch... and,N,N,N,TRUE,TRUE,,
quiet_place,slowly begin to open it's eyes.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"ON THE BABY as it looks up, searchingly, at his father... as",N,N,N,TRUE,TRUE,,
quiet_place,his father picks up his pace!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Suddenly... we begin to notice the dim red light on the,N,N,N,TRUE,TRUE,,
quiet_place,baby's face... BEGINS TO FLICKER!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,ON THE BARN DOORS getting closer... closer.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,ON LEE as he trudges with everything he has to get his baby,N,N,N,TRUE,TRUE,,
quiet_place,to safety when suddenly... a cold wind blows across LEE's,N,N,N,TRUE,TRUE,,
quiet_place,face and through his hair.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE slowly looks down as...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,THE BABY CRIES!!!!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"WE HOLD DIRECTLY ON LEE, LEADING HIM, as he breaks into a",N,N,N,TRUE,TRUE,,
quiet_place,full sprint!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"LEE'S eyes momentarily dart quickly to the side, not at all",N,N,N,TRUE,TRUE,,
quiet_place,prepared for what he might find.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE NEVER LEAVE LEE's FACE. As his head bobs back and forth,N,N,N,TRUE,TRUE,,
quiet_place,"from running, we intermittently catch glimpses of the long",N,N,N,TRUE,TRUE,,
quiet_place,path behind him. First we see the FARMHOUSE shrinking in the,N,N,N,TRUE,TRUE,,
quiet_place,distance behind him. And then we hear...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,SNAP!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,BEHIND LEE... the large tree near the farmhouse moves,N,N,N,TRUE,TRUE,,
quiet_place,wildly!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE's eyes never even widen. There is no surprise. This is,N,N,N,TRUE,TRUE,,
quiet_place,the moment he knew would come. As he sprints with everything,N,N,N,TRUE,TRUE,,
quiet_place,he has... the string of bulbs above him... DIM DOWN TO ALMOST,N,N,N,TRUE,TRUE,,
quiet_place,NOTHING!!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,IN THE DARK DISTANCE BEHIND HIM... A,N,N,N,TRUE,TRUE,,
quiet_place,SCREEEEEEEEEEEEEEECH!!!!...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Lee... Is... Running... running... closer... closer...,N,N,N,TRUE,TRUE,,
quiet_place,then....,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE BURSTS THROUGH THE HEAVY QUILTS!!! HE'S IN THE BARN!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE ARE ON LEE as he sprints through the familiar interior of,N,N,N,TRUE,TRUE,,
quiet_place,the BARN. When suddenly...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE HEAR A HUGE BANG!!!   Then...,N,N,N,TRUE,TRUE,,
quiet_place,53.,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,THE HEAVY QUILTS FLY UP INTO THE AIR!!!... JUST AS LEE,N,N,N,TRUE,TRUE,,
quiet_place,DESCENDS INTO THE GROUND!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,75   INT. BARN - SAFE ROOM - NIGHT                                75,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     LEE falls back onto the steps, barely holding onto his wife",N,N,N,TRUE,TRUE,,
quiet_place,and child as his free hand reaches for... the mattress!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,As LEE finally grabs the mattress and slides it over the,N,N,N,TRUE,TRUE,,
quiet_place,opening above the stairwell...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,BLACK,N,C,N,TRUE,FALSE,,
quiet_place,In total darkness we hear:,N,D,N,TRUE,FALSE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE'S BREATH QUICKENS... AN ODD SOUND OF SOMETHING HEAVY...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,ABOVE... THE CREATURES ARE INSIDE THE BARN!!!! A CACOPHONY,N,N,N,TRUE,TRUE,,
quiet_place,"     OF SCRATCHING, TEARING AND SCREECHING... Then...",N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,FIRE!!... LEE's lighter cuts through the black and then,N,N,N,TRUE,TRUE,,
quiet_place,retreats into a small glow in the room as we try to,N,N,N,TRUE,TRUE,,
quiet_place,comprehend what's happening. We see EVELYN has been placed,N,N,N,TRUE,TRUE,,
quiet_place,on a hay bale as...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,ABOVE... A CRASH!!!!! THE CREATURES ARE TEARING THROUGH THE,N,N,N,TRUE,TRUE,,
quiet_place,ROOMS... AND DROWNING THE SOUNDS OF THE FAMILY BELOW... FOR,N,N,N,TRUE,TRUE,,
quiet_place,THE MOMENT...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE picks up the crying baby... as we PUSH IN. For one brief,N,N,N,TRUE,TRUE,,
quiet_place,second amidst the fury of nerves and sound we see... a father,N,N,N,TRUE,TRUE,,
quiet_place,holding his newborn child for the first time. It is a,N,N,N,TRUE,TRUE,,
quiet_place,"     precious, once in a lifetime moment.",N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Then...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,A PLASTIC MASK COMES INTO FRAME... and ONTO THE BABY's,N,N,N,TRUE,TRUE,,
quiet_place,FACE!!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     As if in an airplane video, LEE wraps the mask's strap behind",N,N,N,TRUE,TRUE,,
quiet_place,"     the baby's head... and then LOWERS THE BABY INTO THE WOODEN,",N,N,N,TRUE,TRUE,,
quiet_place,QUILT LINED BOX!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE PAN TO THE SIDE of the box... along a clear plastic,N,N,N,TRUE,TRUE,,
quiet_place,tube... to a stand up air canister. LEE's hand enters frame,N,N,N,TRUE,TRUE,,
quiet_place,and turns the valve... a quiet whisper of air.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE stares down at his tiny crying baby wearing an oxygen,N,N,N,TRUE,TRUE,,
quiet_place,mask. The juxtaposed image seemingly almost as bizarre to,N,N,N,TRUE,TRUE,,
quiet_place,him as it is to us. THEN...,N,N,N,TRUE,TRUE,,
quiet_place,54.,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE PLACES A LARGE STACK OF BLANKETS OVER THE TOP OF THE,N,N,N,TRUE,TRUE,,
quiet_place,BOX!!!!... AND THEN A COVER!!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,THE BABY'S SCREAMS CAN'T BE HEARD...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,THE BANGING... THE SCREECHES... INCREASE IN TEMPO AND,N,N,N,TRUE,TRUE,,
quiet_place,SOUND!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE just stares down at the small casket like box...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,This either works... or they're dead...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,76   EXT. CORNFIELD - DRIVEWAY - NIGHT                             76,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE FOLLOW REGAN and MARCUS as they sprint up the main sand,N,N,N,TRUE,TRUE,,
quiet_place,path/driveway running parallel to the cornfields. With the,N,N,N,TRUE,TRUE,,
quiet_place,flashlight slicing through the darkness... it's nearly,N,N,N,TRUE,TRUE,,
quiet_place,impossible to tell where we are. Suddenly the corn ends and,N,N,N,TRUE,TRUE,,
quiet_place,OVER MARCUS AND REGAN we see...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Shadows of farm equipment!,S,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,FALSE,TRUE,,
quiet_place,REGAN turns her head... and looks up.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,REGAN's POV as we climb higher and higher... to the top of,N,N,N,TRUE,TRUE,,
quiet_place,the SILO!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,77   INT. BARN - SAFE ROOM - NIGHT                                 77,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Silence... The frame filled with a dark brown... Time has,N,N,N,TRUE,TRUE,,
quiet_place,passed. Then...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE TRAVEL DOWN from the dirt ceiling... past a hook on the,N,N,N,TRUE,TRUE,,
quiet_place,wooden support beam... to a clear plastic IV BAG hanging...,N,N,N,TRUE,TRUE,,
quiet_place,down a fluid filled plastic tube... and into an arm.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE PULL BACK to reveal EVELYN lying on the hay bale,N,N,N,TRUE,TRUE,,
quiet_place,comfortably... her eyes still closed. She has been,N,N,N,TRUE,TRUE,,
quiet_place,bandaged... and wears LEE's sweater. A single burning candle,N,N,N,TRUE,TRUE,,
quiet_place,by her side. Then...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN SHOOTS AWAKE!!! SHE SCRAMBLES TO SIT UP THROUGH THE,N,N,N,TRUE,TRUE,,
quiet_place,PAIN!!! HER EYES SEARCH A LOW LIT ROOM!!! SHE GOES TO SIT,N,N,N,TRUE,TRUE,,
quiet_place,UP AND WINCES... AN IV IS IN HER ARM!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Out of the darkness... comes LEE!   He is holding the baby.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,It's ok.   It's ok!   Your safe.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN looks up at LEE immediately confused as to why he's,N,N,N,TRUE,TRUE,,
quiet_place,talking... then it sinks in.,N,N,N,TRUE,TRUE,,
quiet_place,55.,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,It worked?,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,It worked.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,It worked... it worked...,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE holds up the sleeping baby and places it in EVELYN's,N,N,N,TRUE,TRUE,,
quiet_place,arms... Tears fall down her face. She looks back up to her,N,N,N,TRUE,TRUE,,
quiet_place,husband... and then around the room.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,Where's Marcus?,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Pause.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,I'll find them.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,Them?!,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN immediately tenses.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE takes the sleeping baby from EVELYN and places it in the,N,N,N,TRUE,TRUE,,
quiet_place,safe wooden box. No air mask needed now.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,She was with me in the house. I,D,D,D,TRUE,TRUE,,
quiet_place,was doing laundry and she-- He was,D,D,D,TRUE,TRUE,,
quiet_place,with you. How did he--,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE sits next to his wife... and begins to lay her back down.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,Rockets.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN pauses.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,Then he-- then he's still there.,D,D,D,TRUE,TRUE,,
quiet_place,He'd know to--,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE sits next to his wife... and begins to lay her back down.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,I'm sure he is.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,She's smart she'll have found a,D,D,D,TRUE,TRUE,,
quiet_place,place to-- She's smart...,D,D,D,TRUE,TRUE,,
quiet_place,56.,O,D,O,TRUE,FALSE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN's gaze finally lands on her child.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,It's a boy.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,... It's a boy.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,... It's a boy.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,Pause.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,... I could have carried him.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE looks at his wife confused.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,He was so heavy...,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE freezes...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,I can still feel the weight in my,D,D,D,TRUE,TRUE,,
quiet_place,"          arms. He was... small, but so",D,D,D,TRUE,TRUE,,
quiet_place,"          heavy, wasn't he?",D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE can't speak.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,My hands were free-- I was carrying,D,D,D,TRUE,TRUE,,
quiet_place,"          the bag, but my hands were still",D,D,D,TRUE,TRUE,,
quiet_place,free... I could have carried him...,D,D,D,TRUE,TRUE,,
quiet_place,I should have carried him.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,...Evelyn...,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,Who are we?... if we can't protect,D,D,D,TRUE,TRUE,,
quiet_place,them. Who are we?,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE is frozen... every image rushing back to him.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN (CONT'D),C,C,C,TRUE,TRUE,,
quiet_place,You have to protect them.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE,C,C,C,TRUE,TRUE,,
quiet_place,I will.,D,C,D,TRUE,FALSE,,
quiet_place,57.,O,D,O,TRUE,FALSE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,EVELYN,C,C,C,TRUE,TRUE,,
quiet_place,Promise me. We can't--... You need,D,D,D,TRUE,TRUE,,
quiet_place,to protect them.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,78   EXT. SILO- ROOF - NIGHT                                      78,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,CLOSE ON... A FLAME!!!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     As it dies down, coming into view we see... MARCUS sitting in",N,N,N,TRUE,TRUE,,
quiet_place,front of the shallow metal drum their father sat in front of,N,N,N,TRUE,TRUE,,
quiet_place,the night before.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,REGAN walks around the fire looking out across the farm for,N,N,N,TRUE,TRUE,,
quiet_place,any sign of her father.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     Just as the fire is about to die out, REGAN walks back and",N,N,N,TRUE,TRUE,,
quiet_place,squirts the last remaining fluid from the bottle. The fire,N,N,N,TRUE,TRUE,,
quiet_place,rages again and illuminates the two children... as well as,N,N,N,TRUE,TRUE,,
quiet_place,the fading hope on their faces.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,The fire begins to die down again. REGAN rummages in the box,N,N,N,TRUE,TRUE,,
quiet_place,picking up the empty bottles of lighter fluid and shaking,N,N,N,TRUE,TRUE,,
quiet_place,them frantically...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,She shakes the last empty bottle... And slumps down...,N,N,N,TRUE,TRUE,,
quiet_place,defeated... scared.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,In the last moments of the dying flame...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,MARCUS (SIGNING),C,C,C,TRUE,TRUE,,
quiet_place,He'll come for us.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,The two kids stare off desperately over the farm...,N,N,N,TRUE,TRUE,,
quiet_place,preventing them from seeing far off in the distance to the,N,N,N,TRUE,TRUE,,
quiet_place,right...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,A fire ignites... Then farther off... another fire...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,BUT THIS TIME... ITS ONLY TWO!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,The kids don't even notice.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,79   INT. BARN - NIGHT                                            79,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE ARE ON THE FAMILIAR image of the interior of the BARN.,N,N,N,TRUE,TRUE,,
quiet_place,"     Suddenly, the mattress on the ground... moves.   Then...",N,N,N,TRUE,TRUE,,
quiet_place,LEE's head slowly arises from underground.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE stands to see their barn... their life has been tossed,N,N,N,TRUE,TRUE,,
quiet_place,and ravaged.,N,N,N,TRUE,TRUE,,
quiet_place,58.,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,LEE places the mattress back over the large unfinished hole,N,N,N,TRUE,TRUE,,
quiet_place,leading down to the safe room and stands up. LEE stares down,N,N,N,TRUE,TRUE,,
quiet_place,at the mattress... and what it protects... then walks out of,N,N,N,TRUE,TRUE,,
quiet_place,frame.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE HOLD ON THE mattress a moment... And then SLOWLY MOVE,N,N,N,TRUE,TRUE,,
quiet_place,along the floor of the BARN... past the monopoly game...,N,N,N,TRUE,TRUE,,
quiet_place,until we reach the bedroom stalls to see...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,A LARGE CLAW MARK GOUGED OUT OF THE BARN WALL!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,As we move down we see... a pipe above the long trough on the,N,N,N,TRUE,TRUE,,
quiet_place,wall...has broken...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WATER DRIPS FROM THE BROKEN PIPE... AND A POOL OF WATER...,N,N,N,TRUE,TRUE,,
quiet_place,MOVES ACROSS THE FLOOR!,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,80   EXT. SILO - ROOF - NIGHT                                     80,S,S,S,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     CLOSE ON REGAN, oddly lit. She lays on her back staring up...",N,N,N,TRUE,TRUE,,
quiet_place,at the stars. REGAN fumbles with something in her ear...,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,WE GO EXTREME CLOSE on her turning the tiny dial on top of,N,N,N,TRUE,TRUE,,
quiet_place,her hearing aid. As she does... she places her other hand by,N,N,N,TRUE,TRUE,,
quiet_place,"     her ear and rubs her fingers together, hoping to hear a",N,N,N,TRUE,TRUE,,
quiet_place,sound.... Nothing.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,REGAN turns the dial even more... nothing.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     REGAN immediately rolls over, frustrated. Sitting directly",N,N,N,TRUE,TRUE,,
quiet_place,"     in her view, on his dad's small stool... is MARCUS looking",N,N,N,TRUE,TRUE,,
quiet_place,out hopefully to the farm.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,MARCUS (SIGNING),C,C,C,TRUE,TRUE,,
quiet_place,He'll come.,D,D,D,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
quiet_place,"     REGAN scoffs and goes to get up when suddenly, under her",N,N,N,TRUE,TRUE,,
quiet_place,dad's stool she sees... a box... the box LEE kept the photo,N,N,N,TRUE,TRUE,,
quiet_place,in... She reaches under the stool and grabs it.,N,N,N,TRUE,TRUE,,
quiet_place,,O,O,O,TRUE,TRUE,,
