begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,Difficult,Speaker,Nominal,Apposition,Pronoun,Difficult
32832,32837,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
32839,32842,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
37392,37397,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
37426,37429,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
37462,37464,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
37517,37520,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
37532,37537,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
39116,39121,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
39141,39144,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
39159,39160,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
39215,39220,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
39232,39234,,,-1,-1,"hank you, boys. Thank you.
   ",me,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
40615,40620,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
40656,40661,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
40915,40920,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
40961,40964,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
41382,41387,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
48505,48510,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
48601,48608,,,-1,-1,"hank you, boys. Thank you.
   ",Pittsie,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
48751,48756,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
55222,55231,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
55244,55248,,,-1,-1,"hank you, boys. Thank you.
   ",your,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
55512,55515,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
55533,55538,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
55546,55551,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
55655,55658,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
55692,55695,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
55716,55721,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
55819,55824,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
57128,57133,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
63256,63263,,,-1,-1,"hank you, boys. Thank you.
   ",Pittsie,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
63375,63380,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
63602,63607,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
63661,63666,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
63988,63993,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
64254,64259,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
64901,64906,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
67713,67718,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
68578,68587,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
68596,68599,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
68606,68608,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
68614,68616,,,-1,-1,"hank you, boys. Thank you.
   ",he,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
73420,73425,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
78726,78731,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
78826,78831,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
78844,78845,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
78886,78887,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
78889,78890,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
78982,78987,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
79264,79269,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
86261,86266,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
93317,93322,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
93589,93594,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
94412,94417,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
94761,94766,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
94880,94885,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
94888,94889,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
108420,108425,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
108937,108942,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
109000,109005,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
111158,111161,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
111197,111202,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
111268,111273,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
111379,111384,,,-1,-1,"hank you, boys. Thank you.
   ",PITTS,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
111425,111432,,,-1,-1,"hank you, boys. Thank you.
   ",Pittsie,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
111511,111514,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
121114,121119,,,-1,-1,"hank you, boys. Thank you.
   ",Pitts,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,false,false
121135,121138,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",2,Mr Pitts,false,false,false,false,false,true,false
98583,98588,,,-1,-1,"hank you, boys. Thank you.
   ",FAIRY,"
INT. WELTON ACADEMY HALLWAY -",3,FAIRY,false,false,false,true,false,false,false
99782,99787,,,-1,-1,"hank you, boys. Thank you.
   ",FAIRY,"
INT. WELTON ACADEMY HALLWAY -",3,FAIRY,false,false,false,true,false,false,false
56063,56068,,,-1,-1,"hank you, boys. Thank you.
   ",BOY 2,"
INT. WELTON ACADEMY HALLWAY -",4,BOY 2,false,false,false,true,false,false,false
58236,58241,,,-1,-1,"hank you, boys. Thank you.
   ",BOY 2,"
INT. WELTON ACADEMY HALLWAY -",4,BOY 2,false,false,false,true,false,false,false
64414,64419,,,-1,-1,"hank you, boys. Thank you.
   ",BOY 2,"
INT. WELTON ACADEMY HALLWAY -",4,BOY 2,false,false,false,true,false,false,false
64426,64428,,,-1,-1,"hank you, boys. Thank you.
   ",my,"
INT. WELTON ACADEMY HALLWAY -",4,BOY 2,false,false,false,false,false,true,false
6256,6263,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6308,6311,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
6350,6353,,,-1,-1,"hank you, boys. Thank you.
   ",him,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
6355,6357,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
6378,6385,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6501,6505,,,-1,-1,"hank you, boys. Thank you.
   ",your,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
6513,6518,,,-1,-1,"hank you, boys. Thank you.
   ",Slick,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,true,false,false,false
6525,6532,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6567,6574,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6635,6642,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6683,6686,,,-1,-1,"hank you, boys. Thank you.
   ",sir,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,true,false,false,false
6791,6798,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6805,6812,,,-1,-1,"hank you, boys. Thank you.
   ",himself,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
6924,6931,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
6971,6972,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
7123,7130,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7200,7204,,,-1,-1,"hank you, boys. Thank you.
   ",your,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
7220,7227,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7241,7243,,,-1,-1,"hank you, boys. Thank you.
   ",my,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
7556,7563,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7566,7580,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7583,7590,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7738,7745,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7851,7858,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
7948,7950,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
7982,7985,,,-1,-1,"hank you, boys. Thank you.
   ",him,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
8003,8010,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
8037,8044,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
8092,8099,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
8119,8122,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
9766,9773,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
9971,9988,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Future Banker,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,true,false,false,false
9995,10002,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
10014,10015,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
10266,10273,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
10281,10282,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
14828,14835,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
14962,14965,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
16701,16708,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
16925,16928,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
16929,16935,,,-1,-1,"hank you, boys. Thank you.
   ",Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
17095,17102,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
17427,17434,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
17497,17504,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
17507,17508,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
20069,20076,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
20262,20269,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
20313,20316,,,-1,-1,"hank you, boys. Thank you.
   ",him,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
20354,20361,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
20402,20409,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
20517,20524,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
20732,20739,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
21479,21486,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
21516,21523,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
21572,21578,,,-1,-1,"hank you, boys. Thank you.
   ",Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
23964,23971,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
24221,24228,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
24257,24259,,,-1,-1,"hank you, boys. Thank you.
   ",He,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
24279,24282,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
24364,24371,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
24428,24431,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
24432,24442,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
25462,25469,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
25498,25501,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
26003,26010,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
26062,26065,,,-1,-1,"hank you, boys. Thank you.
   ",you,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
26066,26076,,,-1,-1,"hank you, boys. Thank you.
   ",Mr. Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
29462,29469,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
31812,31819,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32038,32045,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32073,32076,,,-1,-1,"hank you, boys. Thank you.
   ",You,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
32117,32123,,,-1,-1,"hank you, boys. Thank you.
   ",Dalton,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32129,32136,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32257,32264,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32506,32513,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32516,32517,,,-1,-1,"hank you, boys. Thank you.
   ",I,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
32651,32658,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32714,32721,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
32934,32941,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33065,33072,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33121,33128,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33135,33142,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33213,33220,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33237,33244,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33287,33290,,,-1,-1,"hank you, boys. Thank you.
   ",him,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
33327,33334,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33362,33369,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
33664,33671,,,-1,-1,"hank you, boys. Thank you.
   ",CHARLIE,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
35760,35767,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
36865,36872,,,-1,-1,"hank you, boys. Thank you.
   ",Charlie,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,false,false
36936,36939,,,-1,-1,"hank you, boys. Thank you.
   ",his,"
INT. WELTON ACADEMY HALLWAY -",5,CHARLIE Dalton,false,false,false,false,false,true,false
