begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,Difficult,Speaker,Pronoun,Difficult,Nominal,Apposition
125562,125568,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
125675,125678,,,-1,-1,"             

          END. ",You,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
125698,125704,,,-1,-1,"             

          END. ",Robert,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
125757,125765,,,-1,-1,"             

          END. ",yourself,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
125767,125777,,,-1,-1,"             

          END. ",Mr. Robert,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
125816,125822,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
125987,125993,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
126101,126107,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
126227,126233,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
126249,126250,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
126270,126276,,,-1,-1,"             

          END. ",myself,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
126474,126477,,,-1,-1,"             

          END. ",sir,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
126683,126689,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
126770,126776,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
126962,126965,,,-1,-1,"             

          END. ",You,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
126987,126990,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
127076,127082,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
127169,127172,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
127223,127229,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
127355,127358,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
127365,127368,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
127382,127403,,,-1,-1,"             

          END. ","Mr.
           Angier","


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
127510,127537,,,-1,-1,"             

          END. ","The Great
           Danton","


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
127753,127756,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
127880,127886,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
128152,128158,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
128213,128214,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
128270,128271,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
128283,128284,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
128349,128352,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
128436,128442,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
128664,128680,,,-1,-1,"             

          END. ",The Great Danton,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
128854,128860,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
128892,128895,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
128931,128933,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
129146,129152,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
129323,129329,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
129578,129584,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
129658,129664,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
129691,129692,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
130215,130221,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
130473,130475,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
130592,130598,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
130607,130610,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
130684,130687,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
130692,130694,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
130744,130750,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
130955,130961,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
130968,130971,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
131026,131029,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
131031,131033,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
131083,131089,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
131126,131129,,,-1,-1,"             

          END. ",HIS,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
131176,131178,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
131323,131329,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
131588,131594,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
131727,131733,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
131902,131908,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
132043,132049,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
132400,132406,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
132450,132456,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
132495,132496,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
132580,132587,,,-1,-1,"             

          END. ",the man,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
132615,132622,,,-1,-1,"             

          END. ",the man,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
132780,132787,,,-1,-1,"             

          END. ",the man,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
132810,132816,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
132841,132844,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
132879,132885,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
133018,133019,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
133234,133238,,,-1,-1,"             

          END. ",your,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
133429,133456,,,-1,-1,"             

          END. ","the Great
           Danton","


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
133804,133810,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134092,134098,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134110,134111,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134120,134121,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134262,134268,,,-1,-1,"             

          END. ",Robbie,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134320,134323,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134537,134543,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134591,134594,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134656,134659,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134725,134731,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134892,134896,,,-1,-1,"             

          END. ",your,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
134940,134946,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
134954,134957,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
135030,135036,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135131,135134,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
135215,135218,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
135291,135297,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135460,135466,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135717,135723,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135843,135849,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135955,135961,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
135982,135983,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136090,136096,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136116,136117,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136146,136152,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136216,136222,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136243,136244,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136341,136344,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136379,136385,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136407,136409,,,-1,-1,"             

          END. ",my,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136527,136530,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136587,136593,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136636,136642,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
136668,136671,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
136723,136729,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137097,137100,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
137129,137135,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137205,137207,,,-1,-1,"             

          END. ",my,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
137295,137301,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137363,137369,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137555,137561,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137680,137683,,,-1,-1,"             

          END. ",You,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
137748,137751,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
137753,137763,,,-1,-1,"             

          END. ",Mr. Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137821,137827,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
137950,137956,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
138092,138095,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
138390,138394,,,-1,-1,"             

          END. ",Your,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
138437,138443,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
138454,138457,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
138701,138704,,,-1,-1,"             

          END. ",You,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
139516,139522,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
139724,139730,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
139742,139743,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
139889,139895,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
140014,140017,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
140054,140057,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
140106,140112,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
141052,141068,,,-1,-1,"             

          END. ",THE GREAT DANTON,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
141088,141091,,,-1,-1,"             

          END. ",HIS,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
141609,141615,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
142516,142518,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
142544,142546,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
142697,142699,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
142755,142782,,,-1,-1,"             

          END. ","The Great
           Danton","


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
143119,143121,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143145,143148,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143320,143323,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143325,143327,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143380,143382,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143517,143520,,,-1,-1,"             

          END. ",him,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143533,143535,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143630,143633,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
143707,143709,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
144108,144114,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
144140,144143,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
144167,144170,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
144298,144301,,,-1,-1,"             

          END. ",sir,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
144315,144321,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
144822,144828,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
144841,144844,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
144868,144874,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
144945,144951,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
145000,145002,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
145236,145242,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
145422,145428,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
145451,145453,,,-1,-1,"             

          END. ",me,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
145624,145630,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
145899,145905,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
146080,146086,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
146288,146291,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
146322,146337,,,-1,-1,"             

          END. ",stage performer,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
146434,146440,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
146525,146531,,,-1,-1,"             

          END. ",Robert,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
146541,146547,,,-1,-1,"             

          END. ",you've,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
146722,146728,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
146788,146794,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
147129,147135,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
147177,147179,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
147255,147261,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
147349,147355,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
148069,148075,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
148355,148361,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
148400,148406,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
148535,148536,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
148785,148791,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
149045,149051,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
149488,149504,,,-1,-1,"             

          END. ",the Great Danton,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
150450,150453,,,-1,-1,"             

          END. ",You,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
152318,152324,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
152355,152358,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
152418,152424,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
152669,152675,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
152682,152685,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
152715,152717,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
152725,152728,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
152880,152886,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
152965,152968,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
153012,153014,,,-1,-1,"             

          END. ",He,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
153058,153061,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
153086,153088,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
153640,153646,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
154125,154131,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
154141,154144,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
154180,154182,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
154208,154210,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
154507,154513,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
154582,154585,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
155121,155127,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
155455,155461,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
155487,155490,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
155800,155806,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
155882,155888,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
155892,155895,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
155974,155977,,,-1,-1,"             

          END. ",Sit,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
156065,156071,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156167,156173,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156189,156190,,,-1,-1,"             

          END. ",I,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
156409,156415,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156432,156448,,,-1,-1,"             

          END. ",the Great Danton,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156595,156601,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156888,156894,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
156955,156958,,,-1,-1,"             

          END. ",sir,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,true,false
156997,157003,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
157142,157148,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
157777,157784,,,-1,-1,"             

          END. ",Another,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
157810,157812,,,-1,-1,"             

          END. ",he,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158157,158163,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
158296,158302,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
158336,158338,,,-1,-1,"             

          END. ",me,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158428,158431,,,-1,-1,"             

          END. ",you,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158440,158446,,,-1,-1,"             

          END. ",Robbie,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
158459,158463,,,-1,-1,"             

          END. ",Your,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158560,158566,,,-1,-1,"             

          END. ",ANGIER,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
158603,158605,,,-1,-1,"             

          END. ",me,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158682,158688,,,-1,-1,"             

          END. ",Angier,"


 
                         ",0,ROBERT ANGIER,false,false,false,false,false,false,false
158694,158697,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
158713,158716,,,-1,-1,"             

          END. ",his,"


 
                         ",0,ROBERT ANGIER,false,false,false,true,false,false,false
